,num_nodes,graph_label
626,8,0
627,16,0
628,17,0
629,20,0
630,15,0
631,12,0
632,14,0
633,30,0
634,10,0
635,20,0
636,11,0
637,4,0
638,33,0
639,11,0
640,12,0
641,13,0
642,14,0
643,15,0
644,17,0
645,18,0
646,16,0
647,21,0
648,22,0
649,21,0
650,25,0
651,34,0
652,37,0
653,26,0
654,22,1
655,33,0
656,40,0
657,16,0
658,26,0
659,24,0
660,17,0
661,20,0
662,20,0
663,19,0
664,21,0
665,27,0
666,16,0
667,16,0
668,14,0
669,36,0
670,28,0
671,26,0
672,41,0
673,12,0
674,14,0
675,15,0
676,40,1
677,30,0
678,50,0
679,15,0
680,23,0
681,11,0
682,26,0
683,12,0
684,21,0
685,11,0
686,10,0
687,18,0
688,20,0
689,12,0
690,11,0
691,44,0
692,43,0
693,14,0
694,20,0
695,16,0
696,32,0
697,23,0
698,16,0
699,15,1
700,16,0
701,14,0
702,25,0
703,18,0
704,21,0
705,20,0
706,22,0
707,26,0
708,4,0
709,23,0
710,26,0
711,17,0
712,16,0
713,17,0
714,17,0
715,20,0
716,14,0
717,15,0
718,30,0
719,24,0
720,20,0
721,22,0
722,19,0
723,19,0
724,23,0
725,33,0
726,51,0
727,45,0
728,28,0
729,25,0
730,21,0
731,13,0
732,21,0
733,19,0
734,16,0
735,25,0
736,25,0
737,23,0
738,24,0
739,11,0
740,15,1
741,12,0
742,12,0
743,17,0
744,18,0
745,18,0
746,20,0
747,19,0
748,19,0
749,22,0
750,21,0
751,22,0
752,23,0
753,22,0
754,22,0
755,22,0
756,23,0
757,24,0
758,25,0
759,25,0
760,8,0
761,8,0
762,13,0
763,14,0
764,21,0
765,12,0
766,22,0
767,39,0
768,39,0
769,39,0
770,24,0
771,59,0
772,59,0
773,41,0
774,29,0
775,14,0
776,14,0
777,18,0
778,17,0
779,20,0
780,18,0
781,11,0
782,47,0
783,49,0
784,21,0
785,14,0
786,21,0
787,25,0
788,25,0
789,12,0
790,15,0
791,18,0
792,28,0
793,7,0
794,12,0
795,14,0
796,26,0
797,21,0
798,17,0
799,25,0
800,9,0
801,17,0
802,8,0
803,32,0
804,15,0
805,15,0
806,20,0
807,15,0
808,15,0
809,15,0
810,15,0
811,21,0
812,38,0
813,18,0
814,14,0
815,13,0
816,26,0
817,12,0
818,46,1
819,10,0
820,13,0
821,21,0
822,17,0
823,25,0
824,18,0
825,12,0
826,22,0
827,23,0
828,33,0
829,22,0
830,26,0
831,31,0
832,13,0
833,17,0
834,19,0
835,22,0
836,30,0
837,11,0
838,28,0
839,21,0
840,27,0
841,22,0
842,24,0
843,28,0
844,24,0
845,10,0
846,55,0
847,8,0
848,14,0
849,47,0
850,12,0
851,13,0
852,11,0
853,11,0
854,30,0
855,22,0
856,24,0
857,23,0
858,25,0
859,18,0
860,25,0
861,11,0
862,20,0
863,21,0
864,21,0
865,18,0
866,18,0
867,18,0
868,18,0
869,27,1
870,29,0
871,27,0
872,22,0
873,21,0
874,15,0
875,32,0
876,14,0
877,26,0
878,24,0
879,31,1
880,18,0
881,9,0
882,33,0
883,54,0
884,24,0
885,19,0
886,16,0
887,13,0
888,17,0
889,19,0
890,20,0
891,21,0
892,23,0
893,24,0
894,33,0
895,9,0
896,15,0
897,15,0
898,32,0
899,17,0
900,25,0
901,42,0
902,6,0
903,33,0
904,33,0
905,18,0
906,18,0
907,15,0
908,17,0
909,21,0
910,16,0
911,22,0
912,22,0
913,32,0
914,15,0
915,15,0
916,25,0
917,14,0
918,14,0
919,23,0
920,14,0
921,31,0
922,12,0
923,16,0
924,16,0
925,16,0
926,20,0
927,15,0
928,42,0
929,9,0
930,30,0
931,12,0
932,28,0
933,23,0
934,40,0
935,32,0
936,8,0
937,24,0
938,9,0
939,22,0
940,19,0
941,20,0
942,19,0
943,18,0
944,13,0
945,13,0
946,14,0
947,14,0
948,10,0
949,16,0
950,15,0
951,22,0
952,21,0
953,26,0
954,30,0
955,25,0
956,21,0
957,22,0
958,19,0
959,6,0
960,25,0
961,11,0
962,13,0
963,19,0
964,18,0
965,12,0
966,14,0
967,24,0
968,76,0
969,13,0
970,14,0
971,9,0
972,10,0
973,29,0
974,30,0
975,30,0
976,10,0
977,14,0
978,12,1
979,31,0
980,16,0
981,22,0
982,18,0
983,21,0
984,23,0
985,11,0
986,12,0
987,19,0
988,19,0
989,35,0
990,31,0
991,13,0
992,13,0
993,15,0
994,17,0
995,19,0
996,22,1
997,8,0
998,23,0
999,12,0
1000,9,0
1001,26,0
1002,10,0
1003,8,0
1004,41,1
1005,29,0
1006,22,0
1007,14,0
1008,18,0
1009,18,0
1010,8,0
1011,24,0
1012,21,0
1013,14,0
1014,10,0
1015,13,0
1016,18,0
1017,21,0
1018,10,0
1019,10,0
1020,14,0
1021,64,0
1022,11,0
1023,13,0
1024,43,0
1025,18,0
1026,18,0
1027,26,0
1028,20,0
1029,15,0
1030,24,0
1031,26,0
1032,9,0
1033,13,0
1034,18,0
1035,10,0
1036,19,0
1037,18,0
1038,27,0
1039,31,0
1040,45,0
1041,11,0
1042,21,0
1043,30,0
1044,32,0
1045,18,0
1046,13,0
1047,13,0
1048,16,0
1049,20,0
1050,9,0
1051,25,0
1052,19,0
1053,14,0
1054,21,0
1055,21,0
1056,20,0
1057,17,0
1058,11,0
1059,10,1
1060,29,0
1061,16,0
1062,17,0
1063,7,0
1064,10,0
1065,16,0
1066,16,0
1067,21,0
1068,13,0
1069,10,0
1070,19,0
1071,15,0
1072,12,0
1073,9,0
1074,32,0
1075,14,0
1076,20,0
1077,16,0
1078,21,0
1079,25,0
1080,23,0
1081,41,0
1082,15,0
1083,22,0
1084,20,0
1085,8,0
1086,14,0
1087,30,0
1088,10,0
1089,10,0
1090,17,0
1091,11,0
1092,43,0
1093,13,0
1094,21,0
1095,15,0
1096,18,0
1097,13,0
1098,18,0
1099,17,0
1100,21,0
1101,12,0
1102,8,0
1103,14,0
1104,23,0
1105,20,0
1106,29,0
1107,18,0
1108,23,0
1109,29,0
1110,10,0
1111,13,0
1112,18,0
1113,17,0
1114,16,0
1115,5,0
1116,14,0
1117,45,0
1118,16,0
1119,10,0
1120,7,0
1121,25,0
1122,21,0
1123,17,0
1124,22,0
1125,26,0
1126,34,0
1127,13,0
1128,27,0
1129,27,0
1130,17,0
1131,17,0
1132,16,0
1133,12,0
1134,20,0
1135,12,0
1136,23,0
1137,10,0
1138,34,0
1139,18,0
1140,36,0
1141,12,0
1142,14,0
1143,14,0
1144,18,0
1145,13,0
1146,22,0
1147,12,0
1148,18,0
1149,22,0
1150,26,0
1151,28,0
1152,26,0
1153,52,1
1154,35,0
1155,12,0
1156,22,0
1157,15,0
1158,21,0
1159,19,0
1160,12,0
1161,23,0
1162,23,0
1163,18,0
1164,21,0
1165,34,0
1166,14,0
1167,14,0
1168,34,0
1169,39,0
1170,28,0
1171,15,0
1172,18,0
1173,14,0
1174,20,0
1175,20,0
1176,20,0
1177,22,0
1178,22,0
1179,28,0
1180,17,0
1181,19,0
1182,12,0
1183,21,0
1184,28,0
1185,12,0
1186,19,0
1187,12,0
1188,16,0
1189,19,0
1190,20,0
1191,21,0
1192,11,0
1193,22,0
1194,17,0
1195,46,1
1196,48,1
1197,48,0
1198,56,1
1199,54,1
1200,86,1
1201,15,0
1202,13,0
1203,27,0
1204,25,0
1205,26,0
1206,34,0
1207,17,0
1208,29,0
1209,22,0
1210,42,0
1211,15,0
1212,20,1
1213,18,0
1214,38,0
1215,50,0
1216,34,0
1217,22,0
1218,13,0
1219,44,0
1220,26,0
1221,28,0
1222,19,0
1223,22,0
1224,19,0
1225,18,0
1226,16,0
1227,11,0
1228,13,0
1229,13,0
1230,36,0
1231,30,0
1232,48,0
1233,22,0
1234,46,0
1235,15,0
1236,16,0
1237,15,0
1238,21,0
1239,20,0
1240,9,0
1241,16,0
1242,20,0
1243,19,0
1244,23,0
1245,12,0
1246,31,0
1247,18,0
1248,20,0
1249,18,0
1250,19,0
1251,14,0
1252,19,0
1253,28,0
1254,45,0
1255,19,0
1256,31,0
1257,18,0
1258,17,0
1259,17,0
1260,23,0
1261,31,0
1262,29,0
1263,14,0
1264,56,0
1265,22,0
1266,17,1
1267,24,0
1268,18,0
1269,28,0
1270,21,0
1271,12,0
1272,25,0
1273,21,0
1274,18,0
1275,14,0
1276,18,0
1277,22,1
1278,24,0
1279,28,0
1280,10,0
1281,20,0
1282,16,0
1283,21,0
1284,18,0
1285,18,0
1286,13,0
1287,16,0
1288,13,0
1289,14,0
1290,11,0
1291,18,0
1292,26,0
1293,14,0
1294,12,0
1295,10,0
1296,10,0
1297,7,0
1298,9,0
1299,10,0
1300,14,0
1301,12,0
1302,8,0
1303,84,0
1304,15,0
1305,21,0
1306,21,0
1307,17,0
1308,16,0
1309,27,0
1310,21,0
1311,18,0
1312,20,0
1313,15,0
1314,14,0
1315,17,0
1316,11,0
1317,18,0
1318,21,0
1319,39,0
1320,19,0
1321,10,0
1322,19,1
1323,18,0
1324,13,0
1325,14,0
1326,20,0
1327,24,0
1328,18,0
1329,19,0
1330,22,0
1331,29,0
1332,21,0
1333,21,0
1334,16,0
1335,13,0
1336,12,0
1337,16,0
1338,40,0
1339,39,0
1340,22,0
1341,23,0
1342,17,0
1343,16,0
1344,17,0
1345,25,0
1346,26,0
1347,18,0
1348,18,0
1349,26,0
1350,26,0
1351,6,0
1352,50,0
1353,19,0
1354,18,0
1355,19,0
1356,18,0
1357,37,0
1358,32,0
1359,26,0
1360,20,0
1361,13,0
1362,11,0
1363,26,0
1364,23,0
1365,20,0
1366,21,0
1367,23,0
1368,17,0
1369,17,0
1370,9,0
1371,54,0
1372,54,0
1373,52,0
1374,64,0
1375,66,0
1376,40,0
1377,28,0
1378,32,0
1379,11,0
1380,13,0
1381,22,0
1382,12,0
1383,11,0
1384,9,0
1385,18,0
1386,18,0
1387,28,0
1388,29,0
1389,10,0
1390,23,0
1391,35,0
1392,21,0
1393,23,0
1394,18,0
1395,25,0
1396,16,0
1397,11,0
1398,11,0
1399,17,0
1400,22,0
1401,11,0
1402,26,0
1403,24,0
1404,20,0
1405,16,0
1406,34,0
1407,21,0
1408,26,0
1409,18,0
1410,7,0
1411,12,0
1412,14,0
1413,21,0
1414,24,0
1415,25,0
1416,9,0
1417,15,0
1418,18,0
1419,9,0
1420,21,0
1421,18,0
1422,56,0
1423,20,0
1424,13,0
1425,54,0
1426,12,0
1427,23,0
1428,16,0
1429,14,0
1430,16,0
1431,16,0
1432,22,0
1433,12,0
1434,12,0
1435,14,0
1436,14,0
1437,16,0
1438,16,0
1439,18,0
1440,18,0
1441,18,0
1442,21,0
1443,16,0
1444,20,0
1445,17,0
1446,20,0
1447,18,0
1448,26,0
1449,18,0
1450,22,0
1451,21,0
1452,23,0
1453,32,0
1454,23,0
1455,23,0
1456,28,0
1457,24,0
1458,16,0
1459,10,0
1460,19,0
1461,25,1
1462,23,0
1463,32,0
1464,10,0
1465,15,0
1466,22,0
1467,13,0
1468,15,0
1469,16,0
1470,15,0
1471,11,0
1472,20,0
1473,20,0
1474,12,0
1475,10,0
1476,47,0
1477,46,0
1478,36,0
1479,26,0
1480,22,0
1481,22,0
1482,43,1
1483,23,0
1484,22,0
1485,33,0
1486,23,0
1487,15,0
1488,12,0
1489,14,0
1490,18,0
1491,14,0
1492,15,0
1493,21,0
1494,16,0
1495,17,0
1496,16,0
1497,13,0
1498,20,0
1499,19,0
1500,44,0
1501,27,0
1502,10,0
1503,24,0
1504,13,0
1505,43,0
1506,13,0
1507,11,0
1508,22,0
1509,16,0
1510,23,1
1511,24,1
1512,29,0
1513,44,0
1514,37,0
1515,38,0
1516,13,0
1517,5,0
1518,6,0
1519,24,0
1520,23,0
1521,25,0
1522,27,0
1523,31,0
1524,32,0
1525,40,0
1526,36,0
1527,40,0
1528,41,1
1529,35,0
1530,44,1
1531,48,0
1532,50,1
1533,52,1
1534,50,1
1535,61,1
1536,17,0
1537,22,0
1538,12,0
1539,14,0
1540,13,0
1541,19,0
1542,19,0
1543,17,0
1544,17,0
1545,22,0
1546,20,0
1547,18,0
1548,16,0
1549,36,0
1550,20,0
1551,19,0
1552,14,0
1553,26,0
1554,14,0
1555,14,0
1556,26,0
1557,24,0
1558,22,0
1559,31,0
1560,9,0
1561,121,0
1562,30,0
1563,26,0
1564,26,0
1565,13,0
1566,36,0
1567,32,0
1568,11,0
1569,28,0
1570,30,0
1571,37,1
1572,42,1
1573,40,0
1574,37,0
1575,55,1
1576,41,1
1577,44,1
1578,45,1
1579,52,1
1580,46,1
1581,54,0
1582,54,0
1583,56,1
1584,58,1
1585,58,1
1586,57,1
1587,56,1
1588,47,1
1589,63,1
1590,24,0
1591,20,0
1592,22,0
1593,16,0
1594,22,0
1595,18,0
1596,9,0
1597,8,0
1598,14,0
1599,14,0
1600,59,0
1601,8,0
1602,14,0
1603,15,0
1604,13,0
1605,14,0
1606,19,0
1607,11,0
1608,14,0
1609,8,0
1610,40,0
1611,12,0
1612,60,0
1613,9,0
1614,17,0
1615,18,0
1616,23,0
1617,24,0
1618,17,0
1619,19,0
1620,27,0
1621,13,0
1622,64,0
1623,14,0
1624,24,0
1625,24,0
1626,19,0
1627,21,0
1628,21,0
1629,19,0
1630,20,1
1631,38,0
1632,13,0
1633,16,0
1634,14,0
1635,14,0
1636,15,0
1637,20,1
1638,18,1
1639,19,1
1640,21,0
1641,21,1
1642,16,0
1643,21,1
1644,21,1
1645,13,0
1646,22,0
1647,18,0
1648,19,0
1649,24,0
1650,23,0
1651,22,0
1652,14,0
1653,13,0
1654,21,0
1655,59,0
1656,26,0
1657,18,0
1658,27,0
1659,29,0
1660,15,0
1661,8,0
1662,25,0
1663,26,0
1664,17,0
1665,18,0
1666,9,0
1667,18,0
1668,19,0
1669,20,0
1670,21,0
1671,16,0
1672,31,0
1673,53,0
1674,54,0
1675,16,0
1676,8,0
1677,11,0
1678,24,0
1679,30,0
1680,14,0
1681,13,0
1682,14,0
1683,31,0
1684,10,0
1685,14,0
1686,17,0
1687,49,0
1688,20,0
1689,20,0
1690,26,0
1691,38,0
1692,27,0
1693,18,0
1694,12,0
1695,15,0
1696,19,0
1697,58,0
1698,17,0
1699,25,0
1700,20,0
1701,19,0
1702,13,0
1703,9,0
1704,32,0
1705,40,0
1706,18,0
1707,15,0
1708,22,0
1709,12,0
1710,14,0
1711,25,0
1712,30,0
1713,39,0
1714,38,0
1715,8,0
1716,15,0
1717,14,0
1718,22,0
1719,38,0
1720,17,0
1721,21,0
1722,15,0
1723,21,0
1724,20,0
1725,16,0
1726,17,0
1727,30,0
1728,24,0
1729,24,1
1730,24,0
1731,25,0
1732,27,0
1733,20,0
1734,10,0
1735,12,0
1736,14,0
1737,38,0
1738,21,0
1739,9,0
1740,22,0
1741,14,0
1742,20,0
1743,29,0
1744,23,0
1745,11,0
1746,12,0
1747,13,0
1748,13,0
1749,15,0
1750,18,0
1751,22,0
1752,15,0
1753,24,0
1754,12,0
1755,19,0
1756,20,0
1757,31,0
1758,32,0
1759,27,0
1760,18,0
1761,33,0
1762,18,0
1763,22,0
1764,25,0
1765,36,0
1766,27,0
1767,29,0
1768,26,0
1769,11,0
1770,23,0
1771,36,0
1772,16,0
1773,18,0
1774,22,0
1775,18,0
1776,11,0
1777,21,0
1778,14,0
1779,45,0
1780,20,0
1781,27,0
1782,12,0
1783,12,0
1784,31,0
1785,16,0
1786,18,0
1787,20,0
1788,17,0
1789,21,0
1790,23,0
1791,21,0
1792,12,0
1793,18,0
1794,20,0
1795,18,0
1796,25,0
1797,11,0
1798,17,0
1799,9,0
1800,26,0
1801,15,0
1802,19,0
1803,21,0
1804,32,0
1805,28,0
1806,28,0
1807,14,0
1808,17,0
1809,24,0
1810,19,0
1811,21,0
1812,21,0
1813,19,0
1814,23,0
1815,21,0
1816,32,0
1817,42,0
1818,62,0
1819,13,0
1820,20,0
1821,25,0
1822,29,0
1823,25,0
1824,11,0
1825,12,1
1826,9,1
1827,10,0
1828,15,0
1829,14,0
1830,20,0
1831,10,0
1832,40,0
1833,22,0
1834,28,0
1835,24,0
1836,20,0
1837,19,0
1838,17,0
1839,18,0
1840,22,0
1841,35,0
1842,37,0
1843,39,0
1844,35,0
1845,17,0
1846,23,0
1847,11,0
1848,20,0
1849,27,0
1850,11,0
1851,32,0
1852,34,0
1853,30,0
1854,16,0
1855,7,0
1856,23,0
1857,20,0
1858,18,0
1859,10,0
1860,23,0
1861,18,0
1862,20,0
1863,11,0
1864,18,0
1865,23,0
1866,28,0
1867,25,0
1868,12,0
1869,13,0
1870,35,0
1871,12,0
1872,25,0
1873,43,0
1874,46,0
1875,31,0
1876,25,0
1877,12,0
1878,14,0
1879,21,0
1880,27,0
1881,24,0
1882,26,0
1883,27,0
1884,27,0
1885,29,0
1886,12,0
1887,11,0
1888,20,0
1889,13,0
1890,26,0
1891,26,0
1892,16,0
1893,32,0
1894,33,0
1895,22,0
1896,30,0
1897,27,0
1898,22,0
1899,20,0
1900,15,0
1901,17,0
1902,24,0
1903,24,0
1904,27,0
1905,41,0
1906,40,0
1907,24,0
1908,31,0
1909,9,1
1910,21,0
1911,18,0
1912,26,0
1913,27,0
1914,38,0
1915,47,1
1916,18,0
1917,21,0
1918,22,0
1919,18,0
1920,15,0
1921,16,0
1922,21,0
1923,46,0
1924,12,0
1925,19,0
1926,22,0
1927,14,0
1928,15,0
1929,26,0
1930,32,0
1931,27,0
1932,19,0
1933,24,0
1934,14,0
1935,14,0
1936,38,0
1937,10,0
1938,19,0
1939,9,0
1940,32,0
1941,13,0
1942,22,0
1943,9,0
1944,16,0
1945,18,0
1946,16,0
1947,22,0
1948,11,0
1949,18,0
1950,10,0
1951,12,0
1952,11,0
1953,17,0
1954,48,0
1955,22,0
1956,29,0
1957,9,0
1958,18,0
1959,10,0
1960,10,0
1961,14,0
1962,26,0
1963,12,0
1964,30,0
1965,16,0
1966,16,1
1967,19,0
1968,15,0
1969,17,0
1970,12,0
1971,18,0
1972,39,0
1973,34,0
1974,34,0
1975,49,0
1976,59,1
1977,59,1
1978,62,1
1979,11,0
1980,14,0
1981,27,0
1982,9,0
1983,33,0
1984,37,0
1985,25,0
1986,25,0
1987,24,0
1988,25,0
1989,16,0
1990,30,0
1991,46,0
1992,25,0
1993,42,0
1994,9,0
1995,83,0
1996,13,0
1997,9,0
1998,10,0
1999,15,0
2000,28,0
2001,22,0
2002,58,0
2003,14,0
2004,16,0
2005,22,0
2006,24,0
2007,11,0
2008,14,0
2009,19,0
2010,21,0
2011,16,0
2012,24,0
2013,30,0
2014,56,0
2015,72,0
2016,24,1
2017,9,0
2018,9,0
2019,18,0
2020,24,0
2021,19,0
2022,22,0
2023,42,0
2024,39,0
2025,18,1
2026,25,0
2027,17,0
2028,21,0
2029,22,0
2030,20,0
2031,34,0
2032,19,0
2033,18,0
2034,18,0
2035,21,0
2036,28,0
2037,39,0
2038,33,0
2039,23,0
2040,12,0
2041,13,0
2042,11,0
2043,30,0
2044,9,0
2045,23,0
2046,13,0
2047,13,0
2048,16,0
2049,19,0
2050,18,0
2051,23,0
2052,22,0
2053,17,0
2054,19,0
2055,22,0
2056,15,0
2057,19,0
2058,18,0
2059,17,0
2060,15,0
2061,7,0
2062,8,0
2063,12,0
2064,22,0
2065,22,0
2066,19,0
2067,35,0
2068,37,0
2069,35,1
2070,23,0
2071,24,0
2072,15,0
2073,13,0
2074,17,0
2075,20,0
2076,26,0
2077,14,0
2078,26,0
2079,26,0
2080,13,0
2081,11,0
2082,11,0
2083,11,0
2084,15,0
2085,21,0
2086,21,0
2087,27,0
2088,31,0
2089,24,0
2090,36,0
2091,51,0
2092,9,0
2093,15,0
2094,11,0
2095,18,0
2096,28,0
2097,48,0
2098,23,0
2099,29,0
2100,20,0
2101,21,0
2102,20,0
2103,33,0
2104,15,0
2105,18,0
2106,21,0
2107,22,0
2108,9,0
2109,17,0
2110,19,0
2111,26,0
2112,19,0
2113,17,0
2114,17,0
2115,11,0
2116,42,0
2117,22,0
2118,36,0
2119,20,0
2120,30,0
2121,20,0
2122,15,0
2123,31,0
2124,34,0
2125,22,0
2126,33,0
2127,14,0
2128,23,0
2129,21,0
2130,20,0
2131,17,0
2132,34,0
2133,26,0
2134,14,0
2135,15,0
2136,27,0
2137,33,0
2138,14,0
